,phrase,label,sentiment,subjectivity,language,count
Dauerfrost am Wochenende - Schock-Kälte,Dauerfrost am Wochenende - Schock-Kälte,MISC,,,de,1
Porsche 911 Dakar,Porsche 911 Dakar,MISC,,,de,1
Tou…,Tou…,MISC,,,de,1
Lesen Sie jetzt „Nach Frost und Glatteis,Lesen Sie jetzt „Nach Frost und Glatteis,MISC,,,de,1
Lesen Sie jetzt „Frostiger Wochenstart,Lesen Sie jetzt „Frostiger Wochenstart,MISC,,,de,1
Morgen kommt gefährliches Wetter-Phänomen,Morgen kommt gefährliches Wetter-Phänomen,MISC,,,de,1
Di…,Di…,MISC,,,de,1
Der Frost,Der Frost,MISC,,,de,1
Wetter-Umschwung -,Wetter-Umschwung -,MISC,,,de,1
Erst Frost,Erst Frost,MISC,,,de,1
Kälteste Nacht des Winters,Kälteste Nacht des Winters,MISC,,,de,1
Glatteis Vorsicht,Glatteis Vorsicht,MISC,,,de,1
C,C,MISC,,,de,1
Lesen Sie jetzt „Nach Frost,Lesen Sie jetzt „Nach Frost,MISC,,,de,1
Mann will Fotos,Mann will Fotos,MISC,,,de,1
Deutschland morgen rutscht,Deutschland morgen rutscht,MISC,,,de,1
Höchste Vorsicht,Höchste Vorsicht,MISC,,,de,1
Lesen Sie jetzt „Auch heute drohen wieder glatte Straßen,Lesen Sie jetzt „Auch heute drohen wieder glatte Straßen,MISC,,,de,1
Herabfallende Eiszapfen,Herabfallende Eiszapfen,MISC,,,de,1
Sa…,Sa…,MISC,,,de,1
Lesen Sie jetzt „Schneefall und Glättegefahr,Lesen Sie jetzt „Schneefall und Glättegefahr,MISC,,,de,1
Lesen Sie jetzt „Autofahrerin,Lesen Sie jetzt „Autofahrerin,MISC,,,de,1
Mittwochabend Kopiere,Mittwochabend Kopiere,MISC,,,de,1
Nacht i…,Nacht i…,MISC,,,de,1
Lesen Sie jetzt „Mehrere Unfälle wegen Schnee,Lesen Sie jetzt „Mehrere Unfälle wegen Schnee,MISC,,,de,1
Tag mit Winterwetter,Tag mit Winterwetter,MISC,,,de,1
Zoo-Gehege,Zoo-Gehege,MISC,,,de,1
Gossau - Zwei Panda-Damen,Gossau - Zwei Panda-Damen,MISC,,,de,1
Comeback des Winterwetters,Comeback des Winterwetters,MISC,,,de,1
Lesen Sie jetzt „Viele Unfälle wegen Schnee,Lesen Sie jetzt „Viele Unfälle wegen Schnee,MISC,,,de,1
Lesen Sie jetzt „Graupel,Lesen Sie jetzt „Graupel,MISC,,,de,1
Schnee-Walze,Schnee-Walze,MISC,0.0,0.0,de,1
Wetter-Entwicklung,Wetter-Entwicklung,MISC,,,de,1
Wetter-Entwicklungen im,Wetter-Entwicklungen im,MISC,,,de,1
E-Scoot,E-Scoot,MISC,,,de,1
Lesen Sie jetzt „Unfälle wegen Glatteis,Lesen Sie jetzt „Unfälle wegen Glatteis,MISC,,,de,1
Lesen Sie jetzt „Vier Leichtverletzte bei Glätte-Unfällen,Lesen Sie jetzt „Vier Leichtverletzte bei Glätte-Unfällen,MISC,,,de,1
Mittwochabend innerhalb kurzer Zeit,Mittwochabend innerhalb kurzer Zeit,MISC,,,de,1
Echtes Winterwetter,Echtes Winterwetter,MISC,,,de,1
Winterwetter am Donnerstag,Winterwetter am Donnerstag,MISC,,,de,1
Mittwochabend auf der Landstraße,Mittwochabend auf der Landstraße,MISC,,,de,1
Frost-Sonntag,Frost-Sonntag,MISC,,,de,1
Schlitter-Stau-Fahrt,Schlitter-Stau-Fahrt,MISC,,,de,1
optim…,optim…,MISC,,,de,1
Lesen Sie jetzt „Fünf Unfälle auf der,Lesen Sie jetzt „Fünf Unfälle auf der,MISC,,,de,1
Der Freitag,Der Freitag,MISC,,,de,1
Lesen Sie jetzt „Weiter Glättegefahr,Lesen Sie jetzt „Weiter Glättegefahr,MISC,,,de,1
Lesen Sie jetzt „Schnee und Kälte,Lesen Sie jetzt „Schnee und Kälte,MISC,,,de,1
Neuschnee und Kälte,Neuschnee und Kälte,MISC,,,de,1
Gefahr,Gefahr,MISC,0.0,0.0,de,1
Endlich Neuschnee!,Endlich Neuschnee!,MISC,,,de,1
Pisten-und Preisvergleich,Pisten-und Preisvergleich,MISC,,,de,1
Z…,Z…,MISC,,,de,1
Toyota GR Yaris,Toyota GR Yaris,MISC,,,de,1
Rallye-WM-Pilot,Rallye-WM-Pilot,MISC,,,de,1
Lesen Sie jetzt „Sonne am Tag und Frost,Lesen Sie jetzt „Sonne am Tag und Frost,MISC,,,de,1
Titel-Ansage,Titel-Ansage,MISC,,,de,1
Lesen Sie jetzt „Sonne und Wolken,Lesen Sie jetzt „Sonne und Wolken,MISC,,,de,1
Bei strahlendem Sonnenschein,Bei strahlendem Sonnenschein,MISC,,,de,1
Die Straßenmeiste…,Die Straßenmeiste…,MISC,,,de,1
Lesen Sie jetzt „Erfolg bei Meisterschaft,Lesen Sie jetzt „Erfolg bei Meisterschaft,MISC,,,de,1
Nati,Nati,MISC,,,de,1
Meister,Meister,MISC,,,de,1
Champions-League-Auftakt,Champions-League-Auftakt,MISC,,,de,1
Die diesjährige Apfelernte,Die diesjährige Apfelernte,MISC,,,de,1
Dortmunder,Dortmunder,MISC,,,de,1
Ein Tannenbaum,Ein Tannenbaum,MISC,,,de,1
Brandenburgs Apfelernte,Brandenburgs Apfelernte,MISC,,,de,1
Frost und Hagel,Frost und Hagel,MISC,,,de,1
Lesen Sie jetzt „Frost und Trockenheit,Lesen Sie jetzt „Frost und Trockenheit,MISC,,,de,1
M…,M…,MISC,,,de,1
Be…,Be…,MISC,0.7,0.0,de,1
Lesen Sie jetzt „Kühler Wochenstart - Bodenfrost,Lesen Sie jetzt „Kühler Wochenstart - Bodenfrost,MISC,,,de,1
Goldener Herbst,Goldener Herbst,MISC,,,de,1
Der Herbst,Der Herbst,MISC,,,de,1
Lesen Sie jetzt „Herbstwetter in Bayern,Lesen Sie jetzt „Herbstwetter in Bayern,MISC,,,de,1
Sonne tanken,Sonne tanken,MISC,,,de,1
zunäch,zunäch,MISC,,,de,1
un…,un…,MISC,,,de,1
Boden-Frost Alarm,Boden-Frost Alarm,MISC,,,de,1
Die ersten kalten Nächte,Die ersten kalten Nächte,MISC,,,de,1
"Lesen Sie jetzt „Sonnige Tage, frostige Nächte","Lesen Sie jetzt „Sonnige Tage, frostige Nächte",MISC,,,de,1
Lesen Sie jetzt „Wenig Schnee,Lesen Sie jetzt „Wenig Schnee,MISC,,,de,1
Lesen Sie jetzt „Morgens erster Frost,Lesen Sie jetzt „Morgens erster Frost,MISC,,,de,1
Das lange Wochenende,Das lange Wochenende,MISC,,,de,1
Böen,Böen,MISC,0.0,0.0,de,1
Sturmtief über Deutschland,Sturmtief über Deutschland,MISC,,,de,1
Rettung,Rettung,MISC,,,de,1
Jedermann,Jedermann,MISC,,,de,1
türkische,türkische,MISC,,,de,1
Unfälle mit E-Scootern,Unfälle mit E-Scootern,MISC,,,de,1
Freude über gute Marillenernte,Freude über gute Marillenernte,MISC,,,de,1
Kärntner Paar,Kärntner Paar,MISC,,,de,1
Obsidian,Obsidian,MISC,,,de,1
US-Se… [+2481 chars,US-Se… [+2481 chars,MISC,,,de,1
StarCraft 2,StarCraft 2,MISC,,,de,1
oberösterreichischen,oberösterreichischen,MISC,,,de,1
Deutsche Familie,Deutsche Familie,MISC,,,de,1
Team Winter,Team Winter,MISC,,,de,1
Nutellapreis,Nutellapreis,MISC,,,de,1
COOLSTEN,COOLSTEN,MISC,,,de,1
Space,Space,MISC,,,de,1
Analog-Freaks,Analog-Freaks,MISC,,,de,1
Winterdienstfahrzeugen,Winterdienstfahrzeugen,MISC,,,de,1
Lesen Sie jetzt „Übung im Sommer,Lesen Sie jetzt „Übung im Sommer,MISC,,,de,1
Serienfernsehen,Serienfernsehen,MISC,,,de,1
Jeden Winter,Jeden Winter,MISC,,,de,1
Gletscherschwundtag,Gletscherschwundtag,MISC,,,de,1
Alpinismus,Alpinismus,MISC,,,de,1
Googles,Googles,MISC,,,de,1
Icon Packs & Live Wallpaper,Icon Packs & Live Wallpaper,MISC,,,de,1
Live Wallpaper -,Live Wallpaper -,MISC,,,de,1
Android,Android,MISC,,,de,1
Live Wallpaper,Live Wallpaper,MISC,,,de,1
Google Pixel…,Google Pixel…,MISC,,,de,1
Ski-Weltmeisterschaften,Ski-Weltmeisterschaften,MISC,,,de,1
WM-Titel,WM-Titel,MISC,,,de,1
Suspendierten,Suspendierten,MISC,,,de,1
Sommer-Grand-Prix,Sommer-Grand-Prix,MISC,,,de,1
Nähmaschinen-Betrugsskandal,Nähmaschinen-Betrugsskandal,MISC,,,de,1
Frost in der Türkei,Frost in der Türkei,MISC,,,de,1
Lesen Sie jetzt „Viel weniger Unfälle,Lesen Sie jetzt „Viel weniger Unfälle,MISC,,,de,1
Treibt Frost,Treibt Frost,MISC,,,de,1
Ein Todesfall überschat…,Ein Todesfall überschat…,MISC,,,de,1
Lesen Sie jetzt „Erster nächtlicher Frost,Lesen Sie jetzt „Erster nächtlicher Frost,MISC,,,de,1
25 Jahre später,25 Jahre später,MISC,,,de,1
Frost-Einbruch,Frost-Einbruch,MISC,,,de,1
Lesen Sie jetzt „Wintersportgebiete,Lesen Sie jetzt „Wintersportgebiete,MISC,,,de,1
beste Zeit,beste Zeit,MISC,,,de,1
Lesen Sie jetzt „Mit feuchtem Salz,Lesen Sie jetzt „Mit feuchtem Salz,MISC,,,de,1
Olympi,Olympi,MISC,,,de,1
vier Jahre,vier Jahre,MISC,,,de,1
st… [+972 chars,st… [+972 chars,MISC,,,de,1
Anschluss,Anschluss,MISC,,,de,1
"Lesen Sie jetzt „Soko ""Frost","Lesen Sie jetzt „Soko ""Frost",MISC,,,de,1
Pepe,Pepe,MISC,,,de,1
Canadian Premier League,Canadian Premier League,MISC,,,de,1
Feuchtsalz,Feuchtsalz,MISC,,,de,1
Hessen Mobil,Hessen Mobil,MISC,,,de,1
Trübes Herbstwochenende in,Trübes Herbstwochenende in,MISC,,,de,1
Anzeige*Winter,Anzeige*Winter,MISC,,,de,1
Wochenende,Wochenende,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Kommunen,Lesen Sie jetzt „Kommunen,MISC,,,de,1
Lesen Sie jetzt „Lokale Glätte,Lesen Sie jetzt „Lokale Glätte,MISC,,,de,1
Die nassen F…,Die nassen F…,MISC,,,de,1
thüringischen,thüringischen,MISC,,,de,1
Unbeständiges Wetter,Unbeständiges Wetter,MISC,,,de,1
Lesen Sie jetzt „Kalte Tage voraus -,Lesen Sie jetzt „Kalte Tage voraus -,MISC,,,de,1
Lesen Sie jetzt „Erste Schneeflocken,Lesen Sie jetzt „Erste Schneeflocken,MISC,,,de,1
Nasskaltes Novemberwetter - Schnee,Nasskaltes Novemberwetter - Schnee,MISC,,,de,1
Eric,Eric,MISC,,,de,1
Nennensw…,Nennensw…,MISC,,,de,1
Lesen Sie jetzt „Schneefall in Mittelgebirgen,Lesen Sie jetzt „Schneefall in Mittelgebirgen,MISC,,,de,1
Lesen Sie jetzt „Frost und Schneeregen,Lesen Sie jetzt „Frost und Schneeregen,MISC,,,de,1
Lesen Sie jetzt „Frost und Glätte am Morgen,Lesen Sie jetzt „Frost und Glätte am Morgen,MISC,,,de,1
Lesen Sie jetzt „Frost und Schnee,Lesen Sie jetzt „Frost und Schnee,MISC,,,de,1
Frost und mancherorts Schneefall,Frost und mancherorts Schneefall,MISC,,,de,1
Lesen Sie jetzt „Schneefallgrenze,Lesen Sie jetzt „Schneefallgrenze,MISC,,,de,1
Lesen Sie jetzt „Mildes Herbstwetter bringt Sonne,Lesen Sie jetzt „Mildes Herbstwetter bringt Sonne,MISC,,,de,1
Lesen Sie jetzt „Mildes Herbstwetter,Lesen Sie jetzt „Mildes Herbstwetter,MISC,,,de,1
Kompakt-SUV-Winterreifen im Test,Kompakt-SUV-Winterreifen im Test,MISC,,,de,1
Schneef…,Schneef…,MISC,,,de,1
Winter-Vorherrschaft,Winter-Vorherrschaft,MISC,,,de,1
Nacht Kopiere,Nacht Kopiere,MISC,,,de,1
Reg,Reg,MISC,,,de,1
Sturmtief „Joshua,Sturmtief „Joshua,MISC,,,de,1
Lesen Sie jetzt „Orkan auf dem Feldberg,Lesen Sie jetzt „Orkan auf dem Feldberg,MISC,,,de,1
nä…,nä…,MISC,,,de,1
Der Wetterdienst,Der Wetterdienst,MISC,,,de,1
Fractured Utopiasbekannt,Fractured Utopiasbekannt,MISC,,,de,1
Kaltfront bringt kräftige Schauer,Kaltfront bringt kräftige Schauer,MISC,,,de,1
Der goldene Herbst,Der goldene Herbst,MISC,,,de,1
ver­bes­se­rung der zaun­an­la­ge,ver­bes­se­rung der zaun­an­la­ge,MISC,,,de,1
Loop One Festival,Loop One Festival,MISC,,,de,1
Lesen Sie jetzt „Graue Tage und frostige Nächte,Lesen Sie jetzt „Graue Tage und frostige Nächte,MISC,,,de,1
Lesen Sie jetzt „Sprühregen und Frost,Lesen Sie jetzt „Sprühregen und Frost,MISC,,,de,1
Rund um den Weltcupauftakt,Rund um den Weltcupauftakt,MISC,,,de,1
Sturmtief Joshua,Sturmtief Joshua,MISC,,,de,1
Oh,Oh,MISC,,,de,1
O…,O…,MISC,,,de,1
Gesamtweltcups,Gesamtweltcups,MISC,,,de,1
Winterlicher Gruß,Winterlicher Gruß,MISC,,,de,1
Vereiste Scheiben,Vereiste Scheiben,MISC,,,de,1
Urlaubs-Express,Urlaubs-Express,MISC,,,de,1
Muss,Muss,MISC,,,de,1
Konzerte pla…,Konzerte pla…,MISC,,,de,1
Heli,Heli,MISC,,,de,1
Blu-ray,Blu-ray,MISC,,,de,1
Französisches,Französisches,MISC,,,de,1
Erster DLC Fractured Utopias,Erster DLC Fractured Utopias,MISC,,,de,1
DLC,DLC,MISC,,,de,1
Fractured Utopias,Fractured Utopias,MISC,,,de,1
DLC-Erweiterung,DLC-Erweiterung,MISC,,,de,1
TV-Geschichte,TV-Geschichte,MISC,,,de,1
Gespräch | Mark Frost,Gespräch | Mark Frost,MISC,,,de,1
Lesen Sie jetzt „Neue Woche,Lesen Sie jetzt „Neue Woche,MISC,,,de,1
Lesen Sie jetzt „Weniger Frostschäden,Lesen Sie jetzt „Weniger Frostschäden,MISC,,,de,1
Paris-Nizza,Paris-Nizza,MISC,,,de,1
vergangenen Jahr,vergangenen Jahr,MISC,,,de,1
Lesen Sie jetzt „Frostschutz,Lesen Sie jetzt „Frostschutz,MISC,,,de,1
Zeugen des Infernos,Zeugen des Infernos,MISC,,,de,1
Norwegens Langlauf-Star T…,Norwegens Langlauf-Star T…,MISC,,,de,1
Ausflugswetter,Ausflugswetter,MISC,0.0,0.0,de,1
Freude der Liftbetreiber,Freude der Liftbetreiber,MISC,,,de,1
Top Ten,Top Ten,MISC,,,de,1
Bayerische Liftbetreiber,Bayerische Liftbetreiber,MISC,,,de,1
90 Jahre alte Hütte,90 Jahre alte Hütte,MISC,,,de,1
Elektroauto-Härtetest am Polarkreis,Elektroauto-Härtetest am Polarkreis,MISC,,,de,1
Österreichische,Österreichische,MISC,,,de,1
Nordischen Ski-WM,Nordischen Ski-WM,MISC,,,de,1
Nacht vo…,Nacht vo…,MISC,,,de,1
Blick auf Wetterbericht,Blick auf Wetterbericht,MISC,,,de,1
Frühlings,Frühlings,MISC,,,de,1
Bew,Bew,MISC,,,de,1
Nächste Woche,Nächste Woche,MISC,,,de,1
Lesen Sie jetzt „Schneefall am Wochenende - Temperaturen,Lesen Sie jetzt „Schneefall am Wochenende - Temperaturen,MISC,,,de,1
Lesen Sie jetzt „Carver,Lesen Sie jetzt „Carver,MISC,,,de,1
Lesen Sie jetzt „Schnee- und Regenschauer,Lesen Sie jetzt „Schnee- und Regenschauer,MISC,,,de,1
Lesen Sie jetzt „Kalt,Lesen Sie jetzt „Kalt,MISC,,,de,1
Neue Woche,Neue Woche,MISC,,,de,1
So… [+764 chars,So… [+764 chars,MISC,,,de,1
Niederla…,Niederla…,MISC,,,de,1
Google-Mitarbeitern,Google-Mitarbeitern,MISC,,,de,1
Was d…,Was d…,MISC,,,de,1
Die frostigen Nächte,Die frostigen Nächte,MISC,,,de,1
Voriges Jahr mussten die Obstbauern,Voriges Jahr mussten die Obstbauern,MISC,,,de,1
Voriges Jahr,Voriges Jahr,MISC,,,de,1
Lesen Sie jetzt „Starker Frost,Lesen Sie jetzt „Starker Frost,MISC,,,de,1
Einzel-Goldmedaille,Einzel-Goldmedaille,MISC,,,de,1
nordischen Ski-Weltmeisterschaften,nordischen Ski-Weltmeisterschaften,MISC,,,de,1
Lesen Sie jetzt „Frost und Sonnenschein,Lesen Sie jetzt „Frost und Sonnenschein,MISC,,,de,1
winterlich-kalter Tag,winterlich-kalter Tag,MISC,,,de,1
Steam,Steam,MISC,,,de,1
Plus - Sale,Plus - Sale,MISC,,,de,1
Temperaturspanne,Temperaturspanne,MISC,,,de,1
20-Grad-Marke ran,20-Grad-Marke ran,MISC,,,de,1
Kein Wunder,Kein Wunder,MISC,,,de,1
"Lesen Sie jetzt „Minus 17,6 Grad","Lesen Sie jetzt „Minus 17,6 Grad",MISC,,,de,1
Lesen Sie jetzt „Sonnenschein und Frost,Lesen Sie jetzt „Sonnenschein und Frost,MISC,,,de,1
Dominat…,Dominat…,MISC,,,de,1
"Lesen Sie jetzt „Minus 19,7 Grad","Lesen Sie jetzt „Minus 19,7 Grad",MISC,,,de,1
Frostige Nacht,Frostige Nacht,MISC,,,de,1
Löschwasser-Glatteis,Löschwasser-Glatteis,MISC,,,de,1
Wenn Eis,Wenn Eis,MISC,,,de,1
Lesen Sie jetzt „Kaum Glätteunfälle,Lesen Sie jetzt „Kaum Glätteunfälle,MISC,,,de,1
FROsten,FROsten,MISC,,,de,1
Rekord-Rabatt,Rekord-Rabatt,MISC,,,de,1
Wettervorhersage für Steam,Wettervorhersage für Steam,MISC,,,de,1
Bundestagswahl,Bundestagswahl,MISC,,,de,1
Der Winter mit…,Der Winter mit…,MISC,,,de,1
türkischen,türkischen,MISC,,,de,1
Steiler Temperaturanstieg,Steiler Temperaturanstieg,MISC,,,de,1
Lesen Sie jetzt „Jecken,Lesen Sie jetzt „Jecken,MISC,,,de,1
Ostermontag,Ostermontag,MISC,,,de,1
Haitis Schneekönigin,Haitis Schneekönigin,MISC,,,de,1
Eisbären-Weibchen,Eisbären-Weibchen,MISC,,,de,1
Die Geburt von Eisbären-Babys,Die Geburt von Eisbären-Babys,MISC,,,de,1
Schlangenlinien,Schlangenlinien,MISC,,,de,1
Millionen Jahre alte Passage,Millionen Jahre alte Passage,MISC,,,de,1
Radcliffe-Welle,Radcliffe-Welle,MISC,0.0,0.0,de,1
indischen,indischen,MISC,,,de,1
Olympia 2022,Olympia 2022,MISC,,,de,1
Wettkampfs,Wettkampfs,MISC,,,de,1
Tag…,Tag…,MISC,,,de,1
Schneetreiben,Schneetreiben,MISC,,,de,1
sozialen,sozialen,MISC,,,de,1
Ost-Frost,Ost-Frost,MISC,,,de,1
Jedes Jahr die bange Frage,Jedes Jahr die bange Frage,MISC,,,de,1
So schützen Sie Ihre Pflanzen vor den Eisheiligen,So schützen Sie Ihre Pflanzen vor den Eisheiligen,MISC,,,de,1
Lesen Sie jetzt „Tagsüber,Lesen Sie jetzt „Tagsüber,MISC,,,de,1
Sonniges Wochenende,Sonniges Wochenende,MISC,,,de,1
Lesen Sie jetzt „Sonnenschein,Lesen Sie jetzt „Sonnenschein,MISC,,,de,1
Vertra,Vertra,MISC,,,de,1
Men…,Men…,MISC,,,de,1
Simplonpass,Simplonpass,MISC,,,de,1
Lesen Sie jetzt „Meist trockener Wochenstart,Lesen Sie jetzt „Meist trockener Wochenstart,MISC,,,de,1
Nach der Hitze,Nach der Hitze,MISC,,,de,1
Jahr früh dran,Jahr früh dran,MISC,,,de,1
Bibber-Keller,Bibber-Keller,MISC,,,de,1
Blitz,Blitz,MISC,,,de,1
Der Maifeiertag,Der Maifeiertag,MISC,,,de,1
Soko Kopiere,Soko Kopiere,MISC,,,de,1
Ein junger Mann,Ein junger Mann,MISC,,,de,1
Übers Wochen…,Übers Wochen…,MISC,,,de,1
Lesen Sie jetzt „Letzte frostige Mai-Nacht,Lesen Sie jetzt „Letzte frostige Mai-Nacht,MISC,,,de,1
Die Schneearmut,Die Schneearmut,MISC,,,de,1
T...,T...,MISC,,,de,1
You…,You…,MISC,,,de,1
Schmelzsaison 2025,Schmelzsaison 2025,MISC,,,de,1
"Harry Potter""…","Harry Potter""…",MISC,,,de,1
Der neue Hagrid der HBO-Serie,Der neue Hagrid der HBO-Serie,MISC,,,de,1
beschützendes Kind,beschützendes Kind,MISC,,,de,1
Shaun of the Dead,Shaun of the Dead,MISC,,,de,1
Lesen Sie jetzt „Machen selbstfahrende Schneepflüge,Lesen Sie jetzt „Machen selbstfahrende Schneepflüge,MISC,,,de,1
Der neue Hagrid-Darsteller,Der neue Hagrid-Darsteller,MISC,,,de,1
Rowling,Rowling,MISC,,,de,1
Wetterdienst zieht Winterbilanz,Wetterdienst zieht Winterbilanz,MISC,,,de,1
Lesen Sie jetzt „Rekordwerte in der Schweiz,Lesen Sie jetzt „Rekordwerte in der Schweiz,MISC,,,de,1
Lesen Sie jetzt „Nach Spätfrost - Sachsens Winzer,Lesen Sie jetzt „Nach Spätfrost - Sachsens Winzer,MISC,,,de,1
Von Frost,Von Frost,MISC,,,de,1
japanischen,japanischen,MISC,,,de,1
"Harry Potter""-Buchreihe","Harry Potter""-Buchreihe",MISC,,,de,1
Der Schnee schmilzt,Der Schnee schmilzt,MISC,,,de,1
Lesen Sie jetzt „Glätte im Hochschwarzwald,Lesen Sie jetzt „Glätte im Hochschwarzwald,MISC,,,de,1
Sturm un…,Sturm un…,MISC,,,de,1
Sturm - Orkanböen,Sturm - Orkanböen,MISC,,,de,1
Hochdruckeinfluss,Hochdruckeinfluss,MISC,,,de,1
Serien-Reboot,Serien-Reboot,MISC,,,de,1
Wintersportathleten,Wintersportathleten,MISC,,,de,1
Lesen Sie jetzt „Land,Lesen Sie jetzt „Land,MISC,,,de,1
Olympischen Spiel,Olympischen Spiel,MISC,,,de,1
Wechselhaftes Wetter - Aprilwetter,Wechselhaftes Wetter - Aprilwetter,MISC,,,de,1
Wann Geranien,Wann Geranien,MISC,,,de,1
Ski-Weltcup der Frauen,Ski-Weltcup der Frauen,MISC,,,de,1
norwegische,norwegische,MISC,,,de,1
Kaltlufteinbruch,Kaltlufteinbruch,MISC,,,de,1
Spätfrost,Spätfrost,MISC,,,de,1
Kärntens O…,Kärntens O…,MISC,,,de,1
Mari,Mari,MISC,,,de,1
Lesen Sie jetzt „Nachtfrost,Lesen Sie jetzt „Nachtfrost,MISC,,,de,1
Frost-Frust am Montagmorgen - Fällt der Mild-Frühling,Frost-Frust am Montagmorgen - Fällt der Mild-Frühling,MISC,,,de,1
Lesen Sie jetzt „Von frostig,Lesen Sie jetzt „Von frostig,MISC,,,de,1
Geschäftsfü,Geschäftsfü,MISC,,,de,1
Lesen Sie jetzt „Bauern,Lesen Sie jetzt „Bauern,MISC,,,de,1
Premier Macut,Premier Macut,MISC,,,de,1
Lesen Sie jetzt „Feuer,Lesen Sie jetzt „Feuer,MISC,,,de,1
Last Minute,Last Minute,MISC,,,de,1
Solo-Trip,Solo-Trip,MISC,,,de,1
Last Minute Skiurlaube,Last Minute Skiurlaube,MISC,,,de,1
Du fragst Dich,Du fragst Dich,MISC,,,de,1
britischer,britischer,MISC,,,de,1
Todesopfer bei heftigen Unwettern,Todesopfer bei heftigen Unwettern,MISC,,,de,1
Ein Toter in,Ein Toter in,MISC,,,de,1
US-Präsid,US-Präsid,MISC,,,de,1
